step,wall_s,loss,lr,seed,imgs_per_s,plateau_gain_10_to_20,receptive_field_px,hide_px,blind_core_px,measurement_window_px,mask_ratio,censored_frac,n_cells_total,n_cells_labeled,frac_thing_cells,frac_excluded_cells,frac_acf_above_floor,frac_acf_above_floor_thing,frac_acf_above_floor_stuff,frac_null_above_floor,frac_ell_above_rf,frac_core_cells,mean_ell_thing,mean_ell_stuff,mean_acf_at_rf_thing,mean_acf_at_rf_stuff,mean_null_acf_at_rf_thing,mean_null_acf_at_rf_stuff,mean_r_thing,mean_r_stuff,n_diag_images,auc_acf_at_rf,auc_naive_acf_energy,auc_null_acf_at_rf,auc_ell_acf,auc_ell_freq,auc_residual_magnitude,auc_acf_at_rf_core,auc_acf_at_rf_ring,auc_acf_at_rf_stuck,auc_naive_stuck
2550,548.582,0.17987801134586334,0.0013341579590715844,0,597.679256356132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2600,559.084,0.17456082999706268,0.0013263008331426444,0,597.9000982988442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2650,569.416,0.17735514044761658,0.0013182861523202511,0,598.2933797127231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700,580.452,0.18470889329910278,0.0013101161077381154,0,597.9420378364008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,590.792,0.1763525754213333,0.0013017929330048487,0,598.3111180246276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,600.999,0.17267921566963196,0.0012933189035933168,0,598.8008978574074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,612.078,0.18958283960819244,0.001284696336218548,0,598.4165328450626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2900,622.62,0.17503313720226288,0.0012759275882043663,0,598.5644612279102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2950,633.256,0.16955503821372986,0.0012670150568389244,0,598.6175845146244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3000,643.843,0.18623781204223633,0.001257961178719306,0,598.7150261585731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3050,654.946,0.17536716163158417,0.001248768429085386,0,598.3355754860072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,665.511,0.16418960690498352,0.0012394393211431264,0,598.4545322004006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3150,676.124,0.18593814969062805,0.0012299764053774875,0,598.5263228613543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,687.27,0.17478476464748383,0.0012203822688551529,0,598.1305483721945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,697.818,0.16385896503925323,0.001210659534517251,0,598.2611381417698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3300,708.42,0.188738614320755,0.0012008108604622688,0,598.3426618192633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,719.334,0.1766996532678604,0.001190838939219355,0,598.1604194711572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,730.428,0.17096152901649475,0.0011807464970122077,0,597.8363115078708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3450,741.2,0.19442445039749146,0.0011705362930137546,0,597.7822965649744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,751.658,0.19178999960422516,0.0011602111185918204,0,597.9803563106416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3550,763.046,0.16750282049179077,0.0011497737965459954,0,597.4416404225258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3600,773.559,0.17816151678562164,0.0011392271803359114,0,597.5959477638274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3650,784.185,0.17907169461250305,0.0011285741533011329,0,597.6596633001003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3700,794.939,0.17418289184570312,0.0011178176278728812,0,597.6255808854314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3750,805.735,0.17438986897468567,0.0011069605447778053,0,597.5606986628062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3800,816.126,0.16942089796066284,0.0010960058722340159,0,597.7954678905822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,826.49,0.16360795497894287,0.001084956605139605,0,598.0433616755524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3900,837.032,0.16400928795337677,0.0010738157642538697,0,598.1577776883222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3950,847.904,0.17047850787639618,0.001062586395371468,0,598.0358929075985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,858.382,0.17135681211948395,0.0010512715684897272,0,598.1923474024898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,868.641,0.18545231223106384,0.001039874376969339,0,598.4959054808204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,879.658,0.17947503924369812,0.0010283979366886656,0,598.2751476463187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,889.99,0.18512578308582306,0.0010168453851918874,0,598.5216578672629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4200,900.43,0.16631823778152466,0.0010052198808312323,0,598.69017691192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,910.903,0.16486544907093048,0.0009935246019035127,0,598.8330531557266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,921.83,0.18716028332710266,0.0009817627457812106,0,598.677007027718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,932.164,0.18749912083148956,0.0009699375280383486,0,598.9064794835922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,942.79,0.1743256151676178,0.0009580521815713835,0,598.9445589279543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,953.776,0.17659950256347656,0.0009461099557153648,0,598.7556863396892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,964.182,0.18118922412395477,0.0009341141153555994,0,598.9315196754395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4550,974.824,0.1732601374387741,0.0009220679400350637,0,598.9586088650243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,984.909,0.17479121685028076,0.0009099747230578102,0,599.32455292482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4650,995.824,0.17974990606307983,0.0008978377705886101,0,599.181733894715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4700,1006.192,0.16093483567237854,0.0008856604007490826,0,599.3691295922973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4750,1016.645,0.18700629472732544,0.0008734459427105505,0,599.502001554784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4800,1027.536,0.1845133900642395,0.0008611977357838815,0,599.3755186610354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4850,1038.118,0.1731870472431183,0.0008489191285065518,0,599.4314731329014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4900,1048.22,0.17856836318969727,0.0008366134777271898,0,599.7609070440244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4950,1058.743,0.17723476886749268,0.0008242841476878472,0,599.8444249496052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5000,1069.736,0.1713947057723999,0.0008119345091042494,0,599.6627809725256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,1080.069,0.17123278975486755,0.0007995679382442745,0,599.851959388877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,1090.65,0.1812003254890442,0.0007871878160049167,0,599.900665585623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5150,1101.565,0.17651057243347168,0.0007747975269879812,0,599.7659560534227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5200,1111.736,0.18007081747055054,0.000762400458574769,0,600.0363405021524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5250,1121.999,0.17789655923843384,0.00075,0,600.251985645893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5300,1132.483,0.1897890567779541,0.0007375995414252312,0,600.3467920426457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5350,1143.279,0.17922869324684143,0.0007252024730120189,0,600.2753011434149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5400,1153.554,0.171605184674263,0.0007128121839950832,0,600.4774412839247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5450,1163.777,0.1801997870206833,0.0007004320617557255,0,600.7022071611019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5500,1174.789,0.17942529916763306,0.0006880654908957508,0,600.5188271211267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,1184.931,0.1653265357017517,0.000675715852312153,0,600.7808619973857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,1195.249,0.16714803874492645,0.0006633865222728105,0,600.9491524951052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5650,1205.675,0.18143245577812195,0.0006510808714934483,0,601.0613143176215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,1216.327,0.19574134051799774,0.0006388022642161184,0,601.0591947328029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,1226.654,0.17267364263534546,0.0006265540572894494,0,601.2167589000811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,1237.074,0.17986172437667847,0.0006143395992509179,0,601.3262601711045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,1247.567,0.17310801148414612,0.0006021622294113899,0,601.3987687487057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,1258.355,0.18177831172943115,0.00059002527694219,0,601.3289554399823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5950,1268.861,0.17918159067630768,0.0005779320599649364,0,601.3937007740673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6000,1278.921,0.17638157308101654,0.0005658858846444007,0,601.6679609084325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6050,1289.94,0.1775078922510147,0.0005538900442846352,0,601.4894908132784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6100,1300.207,0.17065265774726868,0.0005419478184286167,0,601.6624045754254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6150,1310.641,0.16761207580566406,0.0005300624719616515,0,601.7558301759129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6200,1321.119,0.17331776022911072,0.0005182372542187895,0,601.8280512864185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6250,1332.147,0.1793307214975357,0.0005064753980964875,0,601.6495028114931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6300,1342.435,0.17804062366485596,0.0004947801191687677,0,601.8066839813905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6350,1353.054,0.1688283383846283,0.0004831546148081126,0,601.8137050708261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6400,1363.95,0.1803450882434845,0.0004716020633113343,0,601.6981070106121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6450,1374.408,0.18354922533035278,0.000460125623030661,0,601.7763616008083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6500,1384.947,0.17614306509494781,0.00044872843151027306,0,601.8180978433087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6550,1395.208,0.17435699701309204,0.00043741360462853235,0,601.9796690365389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6600,1406.206,0.17130357027053833,0.00042618423574613043,0,601.8224104507256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,1416.709,0.17370450496673584,0.00041504339486039517,0,601.8782588556542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6700,1427.186,0.1632927656173706,0.0004039941277659843,0,601.9444337741803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6750,1438.197,0.16755609214305878,0.0003930394552221948,0,601.7854465100388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6800,1448.691,0.18567778170108795,0.00038218237212711917,0,601.8440478173176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6850,1458.997,0.1829214245080948,0.0003714258466988674,0,601.9797878476675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6900,1469.307,0.16051846742630005,0.00036077281966408886,0,602.1119048414824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6950,1480.283,0.1802346408367157,0.00035022620345400487,0,601.9705049577578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7000,1490.754,0.1656019240617752,0.00033978888140818,0,602.0355027202372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7050,1501.151,0.18810492753982544,0.00032946370698624553,0,602.129359198758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7100,1512.125,0.18075105547904968,0.00031925350298779234,0,601.9918033332699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7150,1522.431,0.1710084080696106,0.00030916106078064524,0,602.1206957930099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7200,1532.866,0.18379266560077667,0.0002991891395377312,0,602.1967483962706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7250,1543.374,0.16698113083839417,0.00028934046548274915,0,602.2438588729532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7300,1554.356,0.17475321888923645,0.0002796177311448472,0,602.1058138466999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7350,1564.794,0.1799641102552414,0.0002700235946225125,0,602.179603610135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7400,1575.018,0.16715523600578308,0.0002605606788568735,0,602.334557010133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7450,1586.051,0.17793096601963043,0.00025123157091461374,0,602.1794413971189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,1596.476,0.1599545180797577,0.00024203882128069436,0,602.2558941163195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7550,1644.932,0.16634738445281982,0.00023298494316107565,0,588.3847423930563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7600,1655.325,0.17138247191905975,0.00022407241179563355,0,588.5572347091619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7650,1666.119,0.17303675413131714,0.00021530366378145224,0,588.5855588263773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7700,1676.451,0.17691372334957123,0.0002066810964066833,0,588.7758678894979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7750,1686.983,0.18775546550750732,0.0001982070669951513,0,588.894238438093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,1697.287,0.17020633816719055,0.00018988389226188483,0,589.0900698652237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,1708.169,0.18436771631240845,0.0001817138476797491,0,589.0837696697805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900,1718.561,0.17596913874149323,0.0001736991668573559,0,589.2459669767452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7950,1728.833,0.17591503262519836,0.00016584204092841577,0,589.4471976818048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,1739.817,0.17598602175712585,0.0001581446179527049,0,589.4043102612113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8050,1749.969,0.1836562156677246,0.00015060900232880648,0,589.6427035560785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,1760.563,0.16734981536865234,0.0001432372542187895,0,589.7299018144473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150,1770.872,0.16383253037929535,0.00013603138898498075,0,589.910864915601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8200,1781.705,0.16259890794754028,0.00012899337663898496,0,589.9164321024001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8250,1791.907,0.17694370448589325,0.0001221251413031036,0,590.129669617953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8300,1802.26,0.15642836689949036,0.00011542856068429835,0,590.2908473556254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8350,1813.04,0.17142578959465027,0.00010890546556084565,0,590.3111886484379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8400,1823.426,0.17400681972503662,0.00010255763928181958,0,590.4590922764547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8450,1834.085,0.1808251142501831,9.638681727954196e-05,0,590.517086347959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8500,1844.293,0.17266535758972168,9.039468659513328e-05,0,590.7188069223129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8550,1855.305,0.18396824598312378,8.458288541729115e-05,0,590.6623558983748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8600,1865.623,0.16744133830070496,7.89530026344274e-05,0,590.8262462988441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8650,1876.038,0.16352394223213196,7.350657740028082e-05,0,590.9578856818813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,1886.826,0.1686614751815796,6.824509871312812e-05,0,590.971070948174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8750,1897.167,0.17393776774406433,6.317000500870688e-05,0,591.12339443235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8800,1907.444,0.18590661883354187,5.828268376696144e-05,0,591.2941397174178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8850,1917.712,0.1708824634552002,5.358447113271977e-05,0,591.465565165816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8900,1928.601,0.1754148006439209,4.9076651550404445e-05,0,591.4447088034234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8950,1939.073,0.17174361646175385,4.4760457412879124e-05,0,591.5512797297891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,1949.499,0.177760049700737,4.063706872452402e-05,0,591.6704159432652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9050,1960.495,0.16825558245182037,3.6707612778634854e-05,0,591.6164095130458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9100,1970.996,0.17602425813674927,3.297316384923177e-05,0,591.7115755945911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
