step,wall_s,loss,lr,seed,imgs_per_s,plateau_gain_10_to_20,receptive_field_px,measurement_window_px,mask_ratio,censored_frac,n_cells_total,n_cells_labeled,frac_thing_cells,frac_excluded_cells,frac_ell_above_rf,frac_ell_above_rf_thing,frac_ell_above_rf_stuff,mean_ell_thing,mean_ell_stuff,mean_acf_at_rf_thing,mean_acf_at_rf_stuff,n_diag_images,auc_acf_at_rf,auc_ell_acf,auc_ell_freq,auc_ell_acf_smooth,auc_naive_acf_energy,auc_residual_magnitude,auc_acf_at_rf_stuck,auc_naive_stuck
3000,667.413,0.05394761264324188,0.001257961178719306,0,577.5481463964193,,,,,,,,,,,,,,,,,,,,,,,,,
3050,678.393,0.054813213646411896,0.001248768429085386,0,577.6344583015664,,,,,,,,,,,,,,,,,,,,,,,,,
3100,689.021,0.047898076474666595,0.0012394393211431264,0,578.0144558731888,,,,,,,,,,,,,,,,,,,,,,,,,
3150,699.649,0.05285385623574257,0.0012299764053774875,0,578.3829593169636,,,,,,,,,,,,,,,,,,,,,,,,,
3200,710.59,0.05284305289387703,0.0012203822688551529,0,578.4846303347701,,,,,,,,,,,,,,,,,,,,,,,,,
3250,721.137,0.05135754868388176,0.001210659534517251,0,578.9001144409938,,,,,,,,,,,,,,,,,,,,,,,,,
3300,731.501,0.05152555927634239,0.0012008108604622688,0,579.4497708832886,,,,,,,,,,,,,,,,,,,,,,,,,
3350,742.078,0.05136341229081154,0.001190838939219355,0,579.816488264006,,,,,,,,,,,,,,,,,,,,,,,,,
3400,753.193,0.05447046086192131,0.0011807464970122077,0,579.7564832909179,,,,,,,,,,,,,,,,,,,,,,,,,
3450,763.94,0.05299606919288635,0.0011705362930137546,0,579.9789226756774,,,,,,,,,,,,,,,,,,,,,,,,,
3500,774.375,0.055938344448804855,0.0011602111185918204,0,580.4295884403647,,,,,,,,,,,,,,,,,,,,,,,,,
3550,785.403,0.047502730041742325,0.0011497737965459954,0,580.4289152927222,,,,,,,,,,,,,,,,,,,,,,,,,
3600,795.598,0.053555767983198166,0.0011392271803359114,0,581.0371299983412,,,,,,,,,,,,,,,,,,,,,,,,,
3650,806.131,0.05348309502005577,0.0011285741533011329,0,581.3854012248872,,,,,,,,,,,,,,,,,,,,,,,,,
3700,816.981,0.05202331393957138,0.0011178176278728812,0,581.4981799888666,,,,,,,,,,,,,,,,,,,,,,,,,
3750,827.866,0.05184436962008476,0.0011069605447778053,0,581.5834549715416,,,,,,,,,,,,,,,,,,,,,,,,,
3800,838.267,0.0501181036233902,0.0010960058722340159,0,582.003418192546,,,,,,,,,,,,,,,,,,,,,,,,,
3850,848.606,0.04702840372920036,0.001084956605139605,0,582.455873257205,,,,,,,,,,,,,,,,,,,,,,,,,
3900,859.111,0.049838196486234665,0.0010738157642538697,0,582.7843398127563,,,,,,,,,,,,,,,,,,,,,,,,,
3950,870.001,0.05250837281346321,0.001062586395371468,0,582.8457649894299,,,,,,,,,,,,,,,,,,,,,,,,,
4000,880.42,0.0511648952960968,0.0010512715684897272,0,583.2189967350178,,,,,,,,,,,,,,,,,,,,,,,,,
4050,890.857,0.05642838031053543,0.001039874376969339,0,583.5712034650484,,,,,,,,,,,,,,,,,,,,,,,,,
4100,901.884,0.05137830972671509,0.0010283979366886656,0,583.5317681288836,,,,,,,,,,,,,,,,,,,,,,,,,
4150,912.19,0.05744991451501846,0.0010168453851918874,0,583.9565157272566,,,,,,,,,,,,,,,,,,,,,,,,,
4200,922.595,0.053226374089717865,0.0010052198808312323,0,584.3088119971251,,,,,,,,,,,,,,,,,,,,,,,,,
4250,932.935,0.049467265605926514,0.0009935246019035127,0,584.6939056473835,,,,,,,,,,,,,,,,,,,,,,,,,
4300,943.848,0.0481436625123024,0.0009817627457812106,0,584.7142084008643,,,,,,,,,,,,,,,,,,,,,,,,,
4350,954.261,0.05004267022013664,0.0009699375280383486,0,585.0413686200001,,,,,,,,,,,,,,,,,,,,,,,,,
4400,964.674,0.05428412929177284,0.0009580521815713835,0,585.3612575643803,,,,,,,,,,,,,,,,,,,,,,,,,
4450,975.535,0.050017617642879486,0.0009461099557153648,0,585.4047812589954,,,,,,,,,,,,,,,,,,,,,,,,,
4500,986.042,0.05333041772246361,0.0009341141153555994,0,585.6579633994168,,,,,,,,,,,,,,,,,,,,,,,,,
4550,996.748,0.05134126543998718,0.0009220679400350637,0,585.7890667531688,,,,,,,,,,,,,,,,,,,,,,,,,
4600,1007.011,0.05533895641565323,0.0009099747230578102,0,586.1752005723097,,,,,,,,,,,,,,,,,,,,,,,,,
4650,1017.96,0.05073725804686546,0.0008978377705886101,0,586.1573973199891,,,,,,,,,,,,,,,,,,,,,,,,,
4700,1028.357,0.04605783894658089,0.0008856604007490826,0,586.455504007158,,,,,,,,,,,,,,,,,,,,,,,,,
4750,1038.98,0.060388922691345215,0.0008734459427105505,0,586.6196063802257,,,,,,,,,,,,,,,,,,,,,,,,,
4800,1049.726,0.05188518017530441,0.0008611977357838815,0,586.7113673250313,,,,,,,,,,,,,,,,,,,,,,,,,
4850,1060.169,0.051355477422475815,0.0008489191285065518,0,586.9697331227065,,,,,,,,,,,,,,,,,,,,,,,,,
4900,1070.47,0.05273802950978279,0.0008366134777271898,0,587.300552932571,,,,,,,,,,,,,,,,,,,,,,,,,
4950,1080.734,0.049128077924251556,0.0008242841476878472,0,587.6455797328572,,,,,,,,,,,,,,,,,,,,,,,,,
5000,1091.742,0.05117253586649895,0.0008119345091042494,0,587.5824546605006,,,,,,,,,,,,,,,,,,,,,,,,,
5050,1102.144,0.05278226360678673,0.0007995679382442745,0,587.8445171691649,,,,,,,,,,,,,,,,,,,,,,,,,
5100,1112.696,0.05476278439164162,0.0007871878160049167,0,588.0217299914225,,,,,,,,,,,,,,,,,,,,,,,,,
5150,1123.489,0.050750814378261566,0.0007747975269879812,0,588.0694049374399,,,,,,,,,,,,,,,,,,,,,,,,,
5200,1133.86,0.054300837218761444,0.000762400458574769,0,588.3358825124951,,,,,,,,,,,,,,,,,,,,,,,,,
5250,1144.083,0.05129382014274597,0.00075,0,588.6734270284718,,,,,,,,,,,,,,,,,,,,,,,,,
5300,1154.645,0.05292705073952675,0.0007375995414252312,0,588.8317208222725,,,,,,,,,,,,,,,,,,,,,,,,,
5350,1165.597,0.05077897012233734,0.0007252024730120189,0,588.7895146286719,,,,,,,,,,,,,,,,,,,,,,,,,
5400,1175.948,0.05304614454507828,0.0007128121839950832,0,589.049790212377,,,,,,,,,,,,,,,,,,,,,,,,,
5450,1186.145,0.05377015843987465,0.0007004320617557255,0,589.3823648571508,,,,,,,,,,,,,,,,,,,,,,,,,
5500,1197.207,0.049399614334106445,0.0006880654908957508,0,589.2821560645726,,,,,,,,,,,,,,,,,,,,,,,,,
5550,1207.349,0.04741939902305603,0.000675715852312153,0,589.6338745118198,,,,,,,,,,,,,,,,,,,,,,,,,
5600,1217.709,0.05010973662137985,0.0006633865222728105,0,589.8736722771052,,,,,,,,,,,,,,,,,,,,,,,,,
5650,1228.163,0.051928818225860596,0.0006510808714934483,0,590.0637851360171,,,,,,,,,,,,,,,,,,,,,,,,,
5700,1239.07,0.05457711219787598,0.0006388022642161184,0,590.0350642629115,,,,,,,,,,,,,,,,,,,,,,,,,
5750,1249.642,0.05239856243133545,0.0006265540572894494,0,590.1649669827617,,,,,,,,,,,,,,,,,,,,,,,,,
5800,1259.981,0.05003529042005539,0.0006143395992509179,0,590.4023492498013,,,,,,,,,,,,,,,,,,,,,,,,,
5850,1270.397,0.05150251090526581,0.0006021622294113899,0,590.5998988424652,,,,,,,,,,,,,,,,,,,,,,,,,
5900,1281.42,0.050883419811725616,0.00059002527694219,0,590.5136895013903,,,,,,,,,,,,,,,,,,,,,,,,,
5950,1291.83,0.053307630121707916,0.0005779320599649364,0,590.7097521273362,,,,,,,,,,,,,,,,,,,,,,,,,
6000,1302.026,0.0500309020280838,0.0005658858846444007,0,590.9999686281893,,,,,,,,,,,,,,,,,,,,,,,,,
6050,1313.239,0.053604770451784134,0.0005538900442846352,0,590.8266777644842,,,,,,,,,,,,,,,,,,,,,,,,,
6100,1323.261,0.051832497119903564,0.0005419478184286167,0,591.1892206895188,,,,,,,,,,,,,,,,,,,,,,,,,
6150,1333.689,0.04940720275044441,0.0005300624719616515,0,591.365890143259,,,,,,,,,,,,,,,,,,,,,,,,,
6200,1344.019,0.05242794007062912,0.0005182372542187895,0,591.5830225292701,,,,,,,,,,,,,,,,,,,,,,,,,
6250,1355.017,0.04854145646095276,0.0005064753980964875,0,591.5044460974088,,,,,,,,,,,,,,,,,,,,,,,,,
6300,1365.396,0.05123833194375038,0.0004947801191687677,0,591.6954820227174,,,,,,,,,,,,,,,,,,,,,,,,,
6350,1375.704,0.047637853771448135,0.0004831546148081126,0,591.9145602039079,,,,,,,,,,,,,,,,,,,,,,,,,
6400,1386.587,0.04688562452793121,0.0004716020633113343,0,591.884636481512,,,,,,,,,,,,,,,,,,,,,,,,,
6450,1396.93,0.051936209201812744,0.000460125623030661,0,592.0839497235057,,,,,,,,,,,,,,,,,,,,,,,,,
6500,1407.274,0.04846249520778656,0.00044872843151027306,0,592.2801644523588,,,,,,,,,,,,,,,,,,,,,,,,,
6550,1417.511,0.04740304499864578,0.00043741360462853235,0,592.5180510403034,,,,,,,,,,,,,,,,,,,,,,,,,
6600,1428.637,0.05122546851634979,0.00042618423574613043,0,592.3833286614572,,,,,,,,,,,,,,,,,,,,,,,,,
6650,1438.918,0.04966128244996071,0.00041504339486039517,0,592.5990722232266,,,,,,,,,,,,,,,,,,,,,,,,,
6700,1449.331,0.0501166507601738,0.0004039941277659843,0,592.7575199708293,,,,,,,,,,,,,,,,,,,,,,,,,
6750,1460.239,0.0467103011906147,0.0003930394552221948,0,592.7120815533409,,,,,,,,,,,,,,,,,,,,,,,,,
6800,1470.607,0.05365758389234543,0.00038218237212711917,0,592.8856041441549,,,,,,,,,,,,,,,,,,,,,,,,,
6850,1480.868,0.050604429095983505,0.0003714258466988674,0,593.0995738932091,,,,,,,,,,,,,,,,,,,,,,,,,
6900,1491.211,0.052605997771024704,0.00036077281966408886,0,593.278070620121,,,,,,,,,,,,,,,,,,,,,,,,,
6950,1502.157,0.04924279823899269,0.00035022620345400487,0,593.2155889116716,,,,,,,,,,,,,,,,,,,,,,,,,
7000,1512.525,0.04973563551902771,0.00033978888140818,0,593.3807231751541,,,,,,,,,,,,,,,,,,,,,,,,,
7050,1522.969,0.052462879568338394,0.00032946370698624553,0,593.5141154357594,,,,,,,,,,,,,,,,,,,,,,,,,
7100,1533.906,0.05284882336854935,0.00031925350298779234,0,593.4542888602948,,,,,,,,,,,,,,,,,,,,,,,,,
7150,1544.191,0.04723287746310234,0.00030916106078064524,0,593.6467055450115,,,,,,,,,,,,,,,,,,,,,,,,,
7200,1554.592,0.051768429577350616,0.0002991891395377312,0,593.7919325916034,,,,,,,,,,,,,,,,,,,,,,,,,
7250,1565.175,0.04676848649978638,0.00028934046548274915,0,593.8661912973445,,,,,,,,,,,,,,,,,,,,,,,,,
7300,1576.195,0.04925251007080078,0.0002796177311448472,0,593.7745199969468,,,,,,,,,,,,,,,,,,,,,,,,,
7350,1586.64,0.04660598188638687,0.0002700235946225125,0,593.8993925284005,,,,,,,,,,,,,,,,,,,,,,,,,
7400,1596.94,0.048890773206949234,0.0002605606788568735,0,594.0768850127505,,,,,,,,,,,,,,,,,,,,,,,,,
7450,1608.217,0.05127334222197533,0.00025123157091461374,0,593.8903272629598,,,,,,,,,,,,,,,,,,,,,,,,,
7500,1618.432,0.049409084022045135,0.00024203882128069436,0,594.0966994271831,,,,,,,,,,,,,,,,,,,,,,,,,
7550,1651.768,0.04593155160546303,0.00023298494316107565,0,585.9689015903635,,,,,,,,,,,,,,,,,,,,,,,,,
7600,1662.401,0.048812974244356155,0.00022407241179563355,0,586.0709023802776,,,,,,,,,,,,,,,,,,,,,,,,,
7650,1673.207,0.049020916223526,0.00021530366378145224,0,586.1109845560036,,,,,,,,,,,,,,,,,,,,,,,,,
7700,1683.6,0.049351271241903305,0.0002066810964066833,0,586.294461084576,,,,,,,,,,,,,,,,,,,,,,,,,
7750,1694.221,0.049758050590753555,0.0001982070669951513,0,586.3964602459502,,,,,,,,,,,,,,,,,,,,,,,,,
7800,1704.624,0.04752717912197113,0.00018988389226188483,0,586.572549309362,,,,,,,,,,,,,,,,,,,,,,,,,
7850,1715.605,0.05516470968723297,0.0001817138476797491,0,586.5488354566442,,,,,,,,,,,,,,,,,,,,,,,,,
7900,1726.0,0.04933806136250496,0.0001736991668573559,0,586.7242782085674,,,,,,,,,,,,,,,,,,,,,,,,,
7950,1736.258,0.05181192606687546,0.00016584204092841577,0,586.9443042638709,,,,,,,,,,,,,,,,,,,,,,,,,
8000,1747.325,0.048017218708992004,0.0001581446179527049,0,586.8895239028751,,,,,,,,,,,,,,,,,,,,,,,,,
8050,1757.587,0.04994463175535202,0.00015060900232880648,0,587.1046567886157,,,,,,,,,,,,,,,,,,,,,,,,,
8100,1768.261,0.047505903989076614,0.0001432372542187895,0,587.1799051063923,,,,,,,,,,,,,,,,,,,,,,,,,
8150,1778.701,0.048559512943029404,0.00013603138898498075,0,587.3320419991214,,,,,,,,,,,,,,,,,,,,,,,,,
8200,1789.713,0.04900926724076271,0.00012899337663898496,0,587.2940658430045,,,,,,,,,,,,,,,,,,,,,,,,,
8250,1800.097,0.049034856259822845,0.0001221251413031036,0,587.4618404778614,,,,,,,,,,,,,,,,,,,,,,,,,
8300,1810.666,0.04427908733487129,0.00011542856068429835,0,587.5673541340753,,,,,,,,,,,,,,,,,,,,,,,,,
8350,1821.59,0.04881030693650246,0.00010890546556084565,0,587.5573297764389,,,,,,,,,,,,,,,,,,,,,,,,,
8400,1832.038,0.04997854679822922,0.00010255763928181958,0,587.6999338210236,,,,,,,,,,,,,,,,,,,,,,,,,
8450,1842.592,0.053147755563259125,9.638681727954196e-05,0,587.8073558470994,,,,,,,,,,,,,,,,,,,,,,,,,
8500,1852.99,0.051068682223558426,9.039468659513328e-05,0,587.963046892922,,,,,,,,,,,,,,,,,,,,,,,,,
8550,1864.108,0.04975597932934761,8.458288541729115e-05,0,587.8893011359166,,,,,,,,,,,,,,,,,,,,,,,,,
8600,1874.401,0.0505799874663353,7.89530026344274e-05,0,588.0757736186713,,,,,,,,,,,,,,,,,,,,,,,,,
8650,1884.948,0.04622320458292961,7.350657740028082e-05,0,588.1805509212523,,,,,,,,,,,,,,,,,,,,,,,,,
8700,1895.874,0.04590477794408798,6.824509871312812e-05,0,588.1668423726404,,,,,,,,,,,,,,,,,,,,,,,,,
8750,1906.267,0.045622568577528,6.317000500870688e-05,0,588.3174901828842,,,,,,,,,,,,,,,,,,,,,,,,,
8800,1916.564,0.04988475143909454,5.828268376696144e-05,0,588.4964351587827,,,,,,,,,,,,,,,,,,,,,,,,,
8850,1926.929,0.05085047334432602,5.358447113271977e-05,0,588.6522151342218,,,,,,,,,,,,,,,,,,,,,,,,,
8900,1937.863,0.04915937781333923,4.9076651550404445e-05,0,588.6335412217519,,,,,,,,,,,,,,,,,,,,,,,,,
8950,1948.142,0.04714619740843773,4.4760457412879124e-05,0,588.8130826229439,,,,,,,,,,,,,,,,,,,,,,,,,
9000,1958.753,0.047000568360090256,4.063706872452402e-05,0,588.890805759604,,,,,,,,,,,,,,,,,,,,,,,,,
9050,1969.748,0.04992726817727089,3.6707612778634854e-05,0,588.8528721665393,,,,,,,,,,,,,,,,,,,,,,,,,
9100,1980.082,0.04893548786640167,3.297316384923177e-05,0,589.0120376159202,,,,,,,,,,,,,,,,,,,,,,,,,
9150,1990.275,0.047848399728536606,2.9434742897363892e-05,0,589.2113712875611,,,,,,,,,,,,,,,,,,,,,,,,,
9200,2000.714,0.04795257747173309,2.6093317291988577e-05,0,589.3360918755958,,,,,,,,,,,,,,,,,,,,,,,,,
9250,2011.539,0.0436309315264225,2.294980054550222e-05,0,589.3463606969975,,,,,,,,,,,,,,,,,,,,,,,,,
9300,2021.91,0.0454457625746727,2.0005052063995692e-05,0,589.4888314535801,,,,,,,,,,,,,,,,,,,,,,,,,
9350,2032.321,0.04380110651254654,1.7259876912300547e-05,0,589.6182784667374,,,,,,,,,,,,,,,,,,,,,,,,,
9400,2043.392,0.04729943722486496,1.4715025593892984e-05,0,589.5557448551485,,,,,,,,,,,,,,,,,,,,,,,,,
9450,2053.463,0.04689941555261612,1.2371193845713224e-05,0,589.7811605745476,,,,,,,,,,,,,,,,,,,,,,,,,
9500,2064.169,0.04567539691925049,1.0229022447958258e-05,0,589.8228776055042,,,,,,,,,,,,,,,,,,,,,,,,,
9550,2074.726,0.04404584318399429,8.289097048898631e-06,0,589.9063876563936,,,,,,,,,,,,,,,,,,,,,,,,,
9600,2085.795,0.041656602174043655,6.5519480047686044e-06,0,589.844185103256,,,,,,,,,,,,,,,,,,,,,,,,,
9650,2095.854,0.04600729048252106,5.018050234771393e-06,0,590.0672688030037,,,,,,,,,,,,,,,,,,,,,,,,,
9700,2106.122,0.046847984194755554,3.687823091241438e-06,0,590.2294312438803,,,,,,,,,,,,,,,,,,,,,,,,,
9750,2116.501,0.04429325833916664,2.561630244997615e-06,0,590.359071714039,,,,,,,,,,,,,,,,,,,,,,,,,
9800,2127.404,0.047253262251615524,1.6397795859190988e-06,0,590.3417118699348,,,,,,,,,,,,,,,,,,,,,,,,,
9850,2137.999,0.052648402750492096,9.225231387714473e-07,0,590.4098315930181,,,,,,,,,,,,,,,,,,,,,,,,,
9900,2148.308,0.04563623294234276,4.100569943054633e-07,0,590.5560598112419,,,,,,,,,,,,,,,,,,,,,,,,,
9950,2159.306,0.04488924890756607,1.0252125564824688e-07,0,590.5119451555422,,,,,,,,,,,,,,,,,,,,,,,,,
10000,2169.479,0.05115645006299019,0.0,0,590.693220403582,,,,,,,,,,,,,,,,,,,,,,,,,
10000,2179.751,,,0,,,23.0,64,0.3333333333333333,0.0,262144,236385,0.3218309114368509,0.09826278686523438,0.0,0.0,0.0,1.6116650104522705,1.5261508226394653,-0.0015162841882556677,0.0006302224937826395,1024,0.46782856788980653,0.5617928194572938,0.5704417041647837,0.507495330298233,0.5619807538612948,0.6153251432400237,0.47289166974889796,0.5783629702735138
